No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,datetime
29905,2013,5,31,0,1,44,46,41,46,6,26,1003,27,SE,90.75,0,0,2013/5/31:0:00:00
29906,2013,5,31,1,1,43,45,39,44,7,31,1003,25,SE,95.67,0,0,2013/5/31:1:00:00
29907,2013,5,31,2,1,50,48,43,50,9,40,1003,23,SE,98.8,0,0,2013/5/31:2:00:00
29908,2013,5,31,3,1,54,60,49,62,11,56,1003,20,SE,100.59,0,0,2013/5/31:3:00:00
29909,2013,5,31,4,1,72,66,58,73,11,52,1003,21,SE,102.38,0,0,2013/5/31:4:00:00
29910,2013,5,31,5,1,83,81,72,83,12,67,1003,18,cv,0.89,0,0,2013/5/31:5:00:00
29911,2013,5,31,6,1,86,86,80,87,13,64,1004,20,SE,1.79,0,0,2013/5/31:6:00:00
29912,2013,5,31,7,1,90,91,87,89,14,64,1004,21,SE,4.92,0,0,2013/5/31:7:00:00
29913,2013,5,31,8,1,92,102,93,86,14,60,1004,22,SE,8.05,0,0,2013/5/31:8:00:00
29914,2013,5,31,9,1,100,114,97,117,15,53,1004,25,SE,11.18,0,0,2013/5/31:9:00:00
29915,2013,5,31,10,1,100,115,105,96,15,53,1004,25,SE,14.31,0,0,2013/5/31:10:00:00
29916,2013,5,31,11,1,109,123,108,105,15,50,1003,26,SE,18.33,0,0,2013/5/31:11:00:00
29917,2013,5,31,12,1,114,121,102,98,15,45,1003,28,SE,22.35,0,0,2013/5/31:12:00:00
29918,2013,5,31,13,1,115,126,113,97,15,42,1002,29,SE,26.37,0,0,2013/5/31:13:00:00
29919,2013,5,31,14,1,117,126,108,104,13,37,1001,29,SE,31.29,0,0,2013/5/31:14:00:00
29920,2013,5,31,15,1,116,101,105,101,13,33,1000,31,SE,35.31,0,0,2013/5/31:15:00:00
29921,2013,5,31,16,1,125,121,103,105,12,33,1000,30,SE,41.12,0,0,2013/5/31:16:00:00
29922,2013,5,31,17,1,118,129,126,113,12,33,1000,30,SE,46.04,0,0,2013/5/31:17:00:00
29923,2013,5,31,18,1,104,115,106,101,14,39,1000,29,SE,51.85,0,0,2013/5/31:18:00:00
29924,2013,5,31,19,1,105,123,109,108,15,47,1000,27,SE,55.87,0,0,2013/5/31:19:00:00
29925,2013,5,31,20,1,114,123,115,110,16,54,1001,26,SE,59.89,0,0,2013/5/31:20:00:00
29926,2013,5,31,21,1,114,127,109,110,16,57,1003,25,cv,0.89,0,0,2013/5/31:21:00:00
29927,2013,5,31,22,1,105,125,115,109,16,57,1002,25,SE,4.02,0,0,2013/5/31:22:00:00
29928,2013,5,31,23,1,118,111,108,105,16,64,1003,23,cv,0.89,0,0,2013/5/31:23:00:00
29929,2013,6,1,0,2,120,129,97,121,16,64,1003,23,SE,1.79,0,0,2013/6/1:0:00:00
29930,2013,6,1,1,2,116,162,114,141,15,64,1003,22,SE,3.58,0,0,2013/6/1:1:00:00
29931,2013,6,1,2,2,126,160,124,130,16,77,1004,20,cv,0.89,0,0,2013/6/1:2:00:00
29932,2013,6,1,3,2,117,165,120,146,15,77,1004,19,NE,0.89,0,0,2013/6/1:3:00:00
29933,2013,6,1,4,2,134,162,138,151,15,82,1004,18,NE,1.78,0,0,2013/6/1:4:00:00
29934,2013,6,1,5,2,146,170,138,143,14,87,1005,16,cv,0.89,0,0,2013/6/1:5:00:00
29935,2013,6,1,6,2,149,170,145,133,15,77,1006,19,cv,1.34,0,0,2013/6/1:6:00:00
29936,2013,6,1,7,2,134,145,135,124,15,60,1007,23,NW,3.13,0,0,2013/6/1:7:00:00
29937,2013,6,1,8,2,95,129,112,93,14,50,1007,25,NE,3.13,0,0,2013/6/1:8:00:00
29938,2013,6,1,9,2,69,54,59,53,11,36,1007,27,NE,4.92,0,0,2013/6/1:9:00:00
29939,2013,6,1,10,2,56,27,23,26,-2,12,1007,30,NE,6.71,0,0,2013/6/1:10:00:00
29940,2013,6,1,11,2,38,24,34,26,-4,10,1007,30,cv,1.79,0,0,2013/6/1:11:00:00
29941,2013,6,1,12,2,21,42,16,36,-4,10,1006,30,SE,1.79,0,0,2013/6/1:12:00:00
29942,2013,6,1,13,2,27,24,27,27,-3,10,1006,32,SE,4.92,0,0,2013/6/1:13:00:00
29943,2013,6,1,14,2,13,36,20,23,-1,12,1006,31,cv,1.79,0,0,2013/6/1:14:00:00
29944,2013,6,1,15,2,14,36,30,23,-4,10,1005,31,SE,3.13,0,0,2013/6/1:15:00:00
29945,2013,6,1,16,2,16,NA,12,22,-3,11,1005,30,SE,4.92,0,0,2013/6/1:16:00:00
29946,2013,6,1,17,2,31,26,27,24,-1,13,1006,30,cv,0.89,0,0,2013/6/1:17:00:00
29947,2013,6,1,18,2,47,69,56,60,10,34,1007,27,SE,4.02,0,0,2013/6/1:18:00:00
29948,2013,6,1,19,2,56,57,40,55,8,31,1007,26,SE,8.04,0,0,2013/6/1:19:00:00
29949,2013,6,1,20,2,51,55,43,54,8,33,1007,25,SE,12.96,0,0,2013/6/1:20:00:00
29950,2013,6,1,21,2,40,42,34,41,9,38,1007,24,SE,16.09,0,0,2013/6/1:21:00:00
29951,2013,6,1,22,2,48,49,45,48,10,46,1008,22,SE,17.88,0,0,2013/6/1:22:00:00
29952,2013,6,1,23,2,63,49,57,56,10,49,1008,21,cv,0.45,0,0,2013/6/1:23:00:00
29953,2013,6,2,0,2,70,79,62,60,8,45,1008,20,SE,1.79,0,0,2013/6/2:0:00:00
29954,2013,6,2,1,2,69,NA,45,64,11,63,1008,18,SE,3.58,0,0,2013/6/2:1:00:00
29955,2013,6,2,2,2,74,82,60,71,9,52,1007,19,cv,0.89,0,0,2013/6/2:2:00:00
29956,2013,6,2,3,2,88,99,71,96,12,63,1007,19,SE,1.79,0,0,2013/6/2:3:00:00
29957,2013,6,2,4,2,130,146,103,121,13,72,1007,18,SE,2.68,0,0,2013/6/2:4:00:00
29958,2013,6,2,5,2,188,206,161,168,14,77,1007,18,cv,0.89,0,0,2013/6/2:5:00:00
29959,2013,6,2,6,2,188,247,180,215,15,77,1007,19,SE,3.13,0,0,2013/6/2:6:00:00
29960,2013,6,2,7,2,213,253,227,220,15,77,1006,19,SE,7.15,0,0,2013/6/2:7:00:00
29961,2013,6,2,8,2,187,224,225,210,16,77,1006,20,SE,10.28,0,0,2013/6/2:8:00:00
29962,2013,6,2,9,2,201,246,230,217,16,73,1007,21,SE,12.07,0,0,2013/6/2:9:00:00
29963,2013,6,2,10,2,218,253,209,229,16,68,1006,22,SE,13.86,0,0,2013/6/2:10:00:00
29964,2013,6,2,11,2,252,276,220,231,17,73,1005,22,SE,16.99,0,0,2013/6/2:11:00:00
29965,2013,6,2,12,2,257,295,263,244,18,69,1005,24,SE,20.12,0,0,2013/6/2:12:00:00
29966,2013,6,2,13,2,263,291,253,216,18,69,1004,24,SE,23.25,0,0,2013/6/2:13:00:00
29967,2013,6,2,14,2,237,234,206,186,19,69,1003,25,SE,26.38,0,0,2013/6/2:14:00:00
29968,2013,6,2,15,2,181,187,166,137,18,65,1002,25,SE,29.51,0,0,2013/6/2:15:00:00
29969,2013,6,2,16,2,156,172,144,130,18,61,1002,26,SE,33.53,0,0,2013/6/2:16:00:00
29970,2013,6,2,17,2,155,172,149,138,18,61,1002,26,SE,36.66,0,0,2013/6/2:17:00:00
29971,2013,6,2,18,2,151,161,140,135,17,61,1001,25,SE,38.45,0,0,2013/6/2:18:00:00
29972,2013,6,2,19,2,148,159,132,127,18,65,1002,25,SE,40.24,0,0,2013/6/2:19:00:00
29973,2013,6,2,20,2,140,137,121,111,17,64,1002,24,SE,44.26,0,0,2013/6/2:20:00:00
29974,2013,6,2,21,2,122,143,97,122,17,64,1003,24,SE,47.39,0,0,2013/6/2:21:00:00
29975,2013,6,2,22,2,103,171,104,136,17,68,1004,23,SE,49.18,0,0,2013/6/2:22:00:00
29976,2013,6,2,23,2,103,196,104,153,17,73,1004,22,cv,0.89,0,0,2013/6/2:23:00:00
29977,2013,6,3,0,2,157,197,153,160,17,73,1003,22,cv,1.78,0,0,2013/6/3:0:00:00
29978,2013,6,3,1,2,162,197,156,168,17,82,1003,20,SE,0.89,0,0,2013/6/3:1:00:00
29979,2013,6,3,2,2,167,219,157,169,17,88,1003,19,cv,0.45,0,0,2013/6/3:2:00:00
29980,2013,6,3,3,2,173,208,162,170,17,93,1003,18,cv,1.34,0,0,2013/6/3:3:00:00
29981,2013,6,3,4,2,175,216,165,182,15,88,1003,17,NW,1.79,0,0,2013/6/3:4:00:00
29982,2013,6,3,5,2,151,218,148,189,16,93,1003,17,NW,3.58,0,0,2013/6/3:5:00:00
29983,2013,6,3,6,2,158,218,155,186,17,88,1004,19,NW,6.71,0,0,2013/6/3:6:00:00
29984,2013,6,3,7,2,184,193,169,170,18,78,1005,22,cv,0.89,0,0,2013/6/3:7:00:00
29985,2013,6,3,8,2,151,191,162,152,17,64,1005,24,NE,3.13,0,0,2013/6/3:8:00:00
29986,2013,6,3,9,2,180,167,156,141,17,57,1005,26,NE,6.26,0,0,2013/6/3:9:00:00
29987,2013,6,3,10,2,145,142,150,127,13,37,1006,29,NE,9.39,0,0,2013/6/3:10:00:00
29988,2013,6,3,11,2,112,58,94,89,12,33,1005,30,cv,1.79,0,0,2013/6/3:11:00:00
29989,2013,6,3,12,2,76,34,60,65,7,21,1005,32,NE,3.13,0,0,2013/6/3:12:00:00
29990,2013,6,3,13,2,57,40,37,53,3,15,1004,33,SE,3.13,0,0,2013/6/3:13:00:00
29991,2013,6,3,14,2,29,36,56,54,4,15,1004,34,SE,6.26,0,0,2013/6/3:14:00:00
29992,2013,6,3,15,2,34,63,39,123,2,13,1004,34,cv,1.79,0,0,2013/6/3:15:00:00
29993,2013,6,3,16,2,65,98,76,70,2,13,1004,34,SE,3.13,0,0,2013/6/3:16:00:00
29994,2013,6,3,17,2,104,253,91,115,3,14,1004,34,SE,6.26,0,0,2013/6/3:17:00:00
29995,2013,6,3,18,2,91,78,82,96,5,18,1004,32,SE,10.28,0,0,2013/6/3:18:00:00
29996,2013,6,3,19,2,96,104,92,94,11,29,1005,31,SE,13.41,0,0,2013/6/3:19:00:00
29997,2013,6,3,20,2,107,140,100,103,15,50,1005,26,cv,0.89,0,0,2013/6/3:20:00:00
29998,2013,6,3,21,2,123,164,115,150,16,60,1006,24,cv,1.78,0,0,2013/6/3:21:00:00
29999,2013,6,3,22,2,123,213,115,171,16,64,1007,23,cv,2.67,0,0,2013/6/3:22:00:00
30000,2013,6,3,23,2,137,195,132,166,14,60,1007,22,NE,0.89,0,0,2013/6/3:23:00:00
30001,2013,6,4,0,2,127,NA,131,164,13,56,1007,22,SE,1.79,0,0,2013/6/4:0:00:00
30002,2013,6,4,1,2,134,NA,130,152,12,49,1008,23,SE,3.58,0,0,2013/6/4:1:00:00
30003,2013,6,4,2,2,141,NA,136,152,12,49,1008,23,SE,5.37,0,0,2013/6/4:2:00:00
30004,2013,6,4,3,2,164,NA,160,174,14,56,1009,23,SE,11.18,0,0,2013/6/4:3:00:00
30005,2013,6,4,4,2,204,NA,175,203,16,68,1009,22,SE,16.1,0,0,2013/6/4:4:00:00
30006,2013,6,4,5,2,172,NA,177,179,16,68,1010,22,SE,21.02,0,0,2013/6/4:5:00:00
30007,2013,6,4,6,2,160,NA,168,203,17,68,1010,23,SE,25.04,0,0,2013/6/4:6:00:00
30008,2013,6,4,7,2,171,NA,170,167,17,68,1012,23,SE,29.06,0,0,2013/6/4:7:00:00
30009,2013,6,4,8,2,143,NA,140,149,17,68,1012,23,SE,32.19,0,0,2013/6/4:8:00:00
30010,2013,6,4,9,2,153,NA,136,147,16,64,1013,23,SE,33.98,0,0,2013/6/4:9:00:00
30011,2013,6,4,10,2,119,NA,144,137,16,68,1013,22,SE,38,0,0,2013/6/4:10:00:00
30012,2013,6,4,11,2,142,NA,125,125,16,68,1013,22,SE,41.13,0,0,2013/6/4:11:00:00
30013,2013,6,4,12,2,112,NA,120,124,16,68,1013,22,SE,42.92,0,0,2013/6/4:12:00:00
30014,2013,6,4,13,2,130,NA,130,143,17,93,1013,18,NE,4.92,0,0,2013/6/4:13:00:00
30015,2013,6,4,14,2,106,NA,106,113,17,93,1012,18,NW,4.02,0,0,2013/6/4:14:00:00
30016,2013,6,4,15,2,92,NA,96,96,17,93,1012,18,NE,1.79,0,0,2013/6/4:15:00:00
30017,2013,6,4,16,2,83,NA,78,86,16,82,1013,19,NE,6.71,0,0,2013/6/4:16:00:00
30018,2013,6,4,17,2,71,NA,67,71,16,82,1011,19,SE,1.79,0,0,2013/6/4:17:00:00
30019,2013,6,4,18,2,73,NA,71,77,17,82,1011,20,cv,0.89,0,0,2013/6/4:18:00:00
30020,2013,6,4,19,2,67,NA,74,86,17,82,1012,20,NW,3.13,0,0,2013/6/4:19:00:00
30021,2013,6,4,20,2,79,NA,91,103,17,88,1012,19,NE,1.79,0,0,2013/6/4:20:00:00
30022,2013,6,4,21,2,95,NA,88,101,17,88,1013,19,NE,3.58,0.1,0.1,2013/6/4:21:00:00
30023,2013,6,4,22,2,86,NA,81,89,17,82,1013,20,NW,1.79,5,5.1,2013/6/4:22:00:00
30024,2013,6,4,23,2,NA,NA,63,76,17,82,1013,20,NW,4.92,5.5,10.6,2013/6/4:23:00:00
30025,2013,6,5,0,2,NA,NA,61,78,18,93,1012,19,NW,8.05,3,13.6,2013/6/5:0:00:00
30026,2013,6,5,1,2,NA,59,63,74,17,88,1011,19,cv,0.89,0.3,13.9,2013/6/5:1:00:00
30027,2013,6,5,2,2,NA,59,58,69,18,93,1012,19,cv,1.78,0,0,2013/6/5:2:00:00
30028,2013,6,5,3,2,NA,62,62,77,18,93,1012,19,NW,1.79,0.1,0.1,2013/6/5:3:00:00
30029,2013,6,5,4,2,NA,66,68,78,18,100,1012,18,cv,0.89,0,0,2013/6/5:4:00:00
30030,2013,6,5,5,2,NA,72,79,93,17,93,1011,18,SE,3.13,0.1,0.1,2013/6/5:5:00:00
30031,2013,6,5,6,2,NA,88,86,109,18,93,1012,19,cv,0.89,0,0,2013/6/5:6:00:00
30032,2013,6,5,7,2,NA,100,98,114,18,93,1012,19,cv,1.78,0.1,0.1,2013/6/5:7:00:00
30033,2013,6,5,8,2,NA,112,111,132,18,100,1013,18,SE,1.79,0.2,0.3,2013/6/5:8:00:00
30034,2013,6,5,9,2,NA,123,96,140,18,100,1013,18,SE,3.58,0,0,2013/6/5:9:00:00
30035,2013,6,5,10,2,NA,126,129,142,18,100,1013,18,SE,5.37,0,0,2013/6/5:10:00:00
30036,2013,6,5,11,2,NA,146,130,161,18,93,1013,19,SE,7.16,0,0,2013/6/5:11:00:00
30037,2013,6,5,12,2,NA,168,173,178,17,88,1012,19,SE,8.95,0,0,2013/6/5:12:00:00
30038,2013,6,5,13,2,NA,168,181,184,17,88,1012,19,SE,12.08,0,0,2013/6/5:13:00:00
30039,2013,6,5,14,2,NA,122,174,182,17,88,1012,19,SE,16.1,0,0,2013/6/5:14:00:00
30040,2013,6,5,15,2,NA,164,174,180,17,88,1012,19,SE,17.89,0,0,2013/6/5:15:00:00
30041,2013,6,5,16,2,NA,176,147,190,17,88,1011,19,SE,19.68,0,0,2013/6/5:16:00:00
30042,2013,6,5,17,2,NA,202,184,207,17,88,1011,19,SE,21.47,0,0,2013/6/5:17:00:00
30043,2013,6,5,18,2,NA,204,172,225,17,88,1011,19,cv,0.89,0,0,2013/6/5:18:00:00
30044,2013,6,5,19,2,NA,172,189,196,17,88,1011,19,SE,1.79,0,0,2013/6/5:19:00:00
30045,2013,6,5,20,2,NA,172,158,192,17,88,1011,19,SE,3.58,0,0,2013/6/5:20:00:00
30046,2013,6,5,21,2,NA,73,168,178,17,88,1012,19,cv,0.89,0,0,2013/6/5:21:00:00
30047,2013,6,5,22,2,NA,169,140,173,17,88,1012,19,cv,1.78,0,0,2013/6/5:22:00:00
30048,2013,6,5,23,2,NA,142,141,175,17,88,1012,19,SE,1.79,0,0,2013/6/5:23:00:00
30049,2013,6,6,0,2,NA,140,141,163,17,88,1013,19,cv,0.89,0,0,2013/6/6:0:00:00
30050,2013,6,6,1,2,NA,150,148,164,17,88,1012,19,SE,0.89,0,0,2013/6/6:1:00:00
30051,2013,6,6,2,2,NA,169,130,165,17,88,1011,19,cv,0.89,0,0,2013/6/6:2:00:00
30052,2013,6,6,3,2,NA,166,141,176,17,88,1010,19,SE,1.79,0,0,2013/6/6:3:00:00
30053,2013,6,6,4,2,NA,150,161,166,17,88,1011,19,SE,3.58,0,0,2013/6/6:4:00:00
30054,2013,6,6,5,2,NA,154,141,164,17,93,1011,18,SE,6.71,0,0,2013/6/6:5:00:00
30055,2013,6,6,6,2,NA,NA,109,134,17,93,1011,18,SE,7.6,0.3,0.3,2013/6/6:6:00:00
30056,2013,6,6,7,2,NA,148,92,104,17,93,1012,18,SE,8.49,0.1,0.4,2013/6/6:7:00:00
30057,2013,6,6,8,2,NA,90,86,99,18,100,1012,18,SE,11.62,0,0,2013/6/6:8:00:00
30058,2013,6,6,9,2,NA,94,96,106,18,100,1011,18,SE,13.41,0,0,2013/6/6:9:00:00
30059,2013,6,6,10,2,NA,124,107,129,18,100,1011,18,cv,0.89,0,0,2013/6/6:10:00:00
30060,2013,6,6,11,2,NA,133,117,141,18,93,1011,19,SE,1.79,0,0,2013/6/6:11:00:00
30061,2013,6,6,12,2,NA,152,140,158,18,93,1011,19,cv,0.89,0,0,2013/6/6:12:00:00
30062,2013,6,6,13,2,NA,156,129,165,18,93,1010,19,SE,0.89,0,0,2013/6/6:13:00:00
30063,2013,6,6,14,2,NA,131,136,140,19,100,1010,19,cv,0.89,0,0,2013/6/6:14:00:00
30064,2013,6,6,15,2,NA,145,142,148,19,93,1009,20,SE,1.79,0,0,2013/6/6:15:00:00
30065,2013,6,6,16,2,NA,172,127,173,19,93,1008,20,cv,0.89,0,0,2013/6/6:16:00:00
30066,2013,6,6,17,2,NA,205,184,207,19,93,1008,20,cv,1.78,0,0,2013/6/6:17:00:00
30067,2013,6,6,18,2,152,208,204,200,19,88,1008,21,NW,1.79,0,0,2013/6/6:18:00:00
30068,2013,6,6,19,2,168,180,174,166,19,93,1009,20,NW,4.92,0,0,2013/6/6:19:00:00
30069,2013,6,6,20,2,143,162,162,162,19,93,1009,20,NW,8.05,0,0,2013/6/6:20:00:00
30070,2013,6,6,21,2,134,NA,132,158,19,93,1009,20,NW,9.84,0,0,2013/6/6:21:00:00
30071,2013,6,6,22,2,131,153,127,156,19,88,1009,21,NW,12.97,0,0,2013/6/6:22:00:00
30072,2013,6,6,23,2,127,139,147,146,19,88,1009,21,NW,14.76,0,0,2013/6/6:23:00:00
30073,2013,6,7,0,2,126,145,154,159,19,88,1008,21,NW,17.89,0,0,2013/6/7:0:00:00
30074,2013,6,7,1,2,159,NA,154,157,19,88,1008,21,NE,1.79,0,0,2013/6/7:1:00:00
30075,2013,6,7,2,2,140,157,153,165,19,93,1008,20,NW,0.89,0,0,2013/6/7:2:00:00
30076,2013,6,7,3,2,142,155,144,145,19,93,1007,20,cv,0.89,0,0,2013/6/7:3:00:00
30077,2013,6,7,4,2,136,144,141,148,19,93,1007,20,cv,1.34,0,0,2013/6/7:4:00:00
30078,2013,6,7,5,2,123,94,106,100,19,88,1007,21,SE,1.79,0,0,2013/6/7:5:00:00
30079,2013,6,7,6,2,114,98,103,94,19,88,1007,21,SE,3.58,0,0,2013/6/7:6:00:00
30080,2013,6,7,7,2,117,96,103,103,18,82,1008,21,SE,6.71,0,0,2013/6/7:7:00:00
30081,2013,6,7,8,2,114,112,84,117,18,82,1008,21,SE,11.63,0.5,0.5,2013/6/7:8:00:00
30082,2013,6,7,9,2,99,112,92,122,18,88,1009,20,cv,0.89,8.1,8.6,2013/6/7:9:00:00
30083,2013,6,7,10,2,96,115,90,129,18,93,1009,19,SE,3.13,3.1,11.7,2013/6/7:10:00:00
30084,2013,6,7,11,2,107,219,98,136,19,93,1008,20,SE,4.92,1.1,12.8,2013/6/7:11:00:00
30085,2013,6,7,12,2,116,128,96,136,19,93,1009,20,cv,0.89,0.2,13,2013/6/7:12:00:00
30086,2013,6,7,13,2,116,130,129,138,19,88,1009,21,cv,1.78,0,0,2013/6/7:13:00:00
30087,2013,6,7,14,2,122,146,146,150,19,88,1008,21,SE,3.13,0,0,2013/6/7:14:00:00
30088,2013,6,7,15,2,157,157,126,161,19,88,1008,21,SE,4.92,0,0,2013/6/7:15:00:00
30089,2013,6,7,16,2,136,153,149,162,19,88,1008,21,cv,0.89,0,0,2013/6/7:16:00:00
30090,2013,6,7,17,2,154,142,142,141,19,88,1007,21,NE,1.79,0,0,2013/6/7:17:00:00
30091,2013,6,7,18,2,140,135,127,134,19,88,1008,21,NE,2.68,0,0,2013/6/7:18:00:00
30092,2013,6,7,19,2,135,137,104,137,19,88,1008,21,NW,1.79,0,0,2013/6/7:19:00:00
30093,2013,6,7,20,2,133,137,102,140,19,88,1009,21,NW,3.58,0,0,2013/6/7:20:00:00
30094,2013,6,7,21,2,134,137,106,142,19,88,1009,21,NW,5.37,0,0,2013/6/7:21:00:00
30095,2013,6,7,22,2,118,137,111,137,19,93,1009,20,cv,0.89,0,0,2013/6/7:22:00:00
30096,2013,6,7,23,2,136,141,128,139,19,93,1009,20,cv,1.78,0,0,2013/6/7:23:00:00
30097,2013,6,8,0,2,118,132,128,139,19,93,1009,20,NW,0.89,0,0,2013/6/8:0:00:00
30098,2013,6,8,1,2,114,129,125,138,19,93,1009,20,NW,2.68,0.2,0.2,2013/6/8:1:00:00
30099,2013,6,8,2,2,128,119,130,139,19,93,1008,20,NW,4.47,0.1,0.3,2013/6/8:2:00:00
30100,2013,6,8,3,2,122,118,119,135,19,93,1008,20,cv,0.89,0,0,2013/6/8:3:00:00
30101,2013,6,8,4,2,124,114,121,134,19,93,1008,20,cv,1.78,0,0,2013/6/8:4:00:00
30102,2013,6,8,5,2,108,119,125,139,19,93,1007,20,NW,0.89,0,0,2013/6/8:5:00:00
30103,2013,6,8,6,2,112,138,130,140,18,93,1007,19,cv,0.89,0,0,2013/6/8:6:00:00
30104,2013,6,8,7,2,148,141,140,147,18,93,1008,19,cv,1.78,0,0,2013/6/8:7:00:00
30105,2013,6,8,8,2,163,162,124,161,18,88,1008,20,cv,2.23,0,0,2013/6/8:8:00:00
30106,2013,6,8,9,2,195,169,154,191,18,88,1008,20,SE,1.79,0,0,2013/6/8:9:00:00
30107,2013,6,8,10,2,216,198,199,212,18,88,1008,20,cv,0.89,0,0,2013/6/8:10:00:00
30108,2013,6,8,11,2,226,220,213,220,19,88,1008,21,SE,1.79,0,0,2013/6/8:11:00:00
30109,2013,6,8,12,2,234,218,218,221,19,88,1008,21,SE,3.58,0,0,2013/6/8:12:00:00
30110,2013,6,8,13,2,219,197,187,206,19,88,1008,21,SE,5.37,0,0,2013/6/8:13:00:00
30111,2013,6,8,14,2,204,193,172,189,19,88,1007,21,SE,7.16,0,0,2013/6/8:14:00:00
30112,2013,6,8,15,2,191,190,181,187,19,88,1007,21,cv,0.89,0,0,2013/6/8:15:00:00
30113,2013,6,8,16,2,185,194,186,187,19,88,1006,21,cv,1.78,0,0,2013/6/8:16:00:00
30114,2013,6,8,17,2,193,193,185,191,19,83,1006,22,cv,2.67,0,0,2013/6/8:17:00:00
30115,2013,6,8,18,2,195,193,194,191,19,83,1006,22,NW,1.79,0,0,2013/6/8:18:00:00
30116,2013,6,8,19,2,188,191,174,196,19,88,1006,21,NW,4.92,0.7,0.7,2013/6/8:19:00:00
30117,2013,6,8,20,2,200,176,154,194,19,88,1007,21,NW,6.71,0,0,2013/6/8:20:00:00
30118,2013,6,8,21,2,186,166,128,184,19,88,1007,21,NW,9.84,0,0,2013/6/8:21:00:00
30119,2013,6,8,22,2,177,162,134,182,19,93,1007,20,cv,0.89,0,0,2013/6/8:22:00:00
30120,2013,6,8,23,2,184,153,104,172,19,93,1007,20,SE,0.89,0,0,2013/6/8:23:00:00
30121,2013,6,9,0,2,182,141,115,169,19,93,1007,20,NE,0.89,0,0,2013/6/9:0:00:00
30122,2013,6,9,1,2,160,142,123,169,19,93,1007,20,NW,3.13,0,0,2013/6/9:1:00:00
30123,2013,6,9,2,2,151,132,113,146,19,93,1007,20,cv,0.45,0,0,2013/6/9:2:00:00
30124,2013,6,9,3,2,122,129,88,142,19,93,1007,20,NW,1.79,0,0,2013/6/9:3:00:00
30125,2013,6,9,4,2,113,123,99,130,19,93,1006,20,cv,0.89,0,0,2013/6/9:4:00:00
30126,2013,6,9,5,2,100,123,99,153,19,93,1007,20,cv,1.78,0,0,2013/6/9:5:00:00
30127,2013,6,9,6,2,94,117,96,110,19,93,1007,20,cv,2.23,0,0,2013/6/9:6:00:00
30128,2013,6,9,7,2,11,23,18,21,19,93,1008,20,NW,1.79,0.1,0.1,2013/6/9:7:00:00
30129,2013,6,9,8,2,3,6,12,14,18,93,1009,19,NW,3.58,1.1,1.2,2013/6/9:8:00:00
30130,2013,6,9,9,2,3,6,12,13,16,88,1010,18,NW,9.39,0.2,1.4,2013/6/9:9:00:00
30131,2013,6,9,10,2,NA,NA,NA,36,16,88,1010,18,NW,17.44,0.6,2,2013/6/9:10:00:00
30132,2013,6,9,11,2,3,5,3,14,16,82,1010,19,NW,23.25,2,4,2013/6/9:11:00:00
30133,2013,6,9,12,2,3,13,11,15,16,88,1011,18,NW,29.06,2,6,2013/6/9:12:00:00
30134,2013,6,9,13,2,3,11,3,16,16,93,1012,17,NW,34.87,2.9,8.9,2013/6/9:13:00:00
30135,2013,6,9,14,2,3,8,3,18,16,93,1012,17,NW,39.79,2.7,11.6,2013/6/9:14:00:00
30136,2013,6,9,15,2,3,8,15,16,16,88,1012,18,NW,43.81,0.9,12.5,2013/6/9:15:00:00
30137,2013,6,9,16,2,3,6,6,12,16,88,1012,18,NW,49.62,0.1,12.6,2013/6/9:16:00:00
30138,2013,6,9,17,2,3,8,8,17,16,88,1011,18,NW,53.64,0,0,2013/6/9:17:00:00
30139,2013,6,9,18,2,4,15,10,16,15,82,1012,18,NW,58.56,0.1,0.1,2013/6/9:18:00:00
30140,2013,6,9,19,2,9,11,8,22,15,82,1012,18,NW,61.69,0,0,2013/6/9:19:00:00
30141,2013,6,9,20,2,29,22,3,24,15,82,1012,18,NW,65.71,0,0,2013/6/9:20:00:00
30142,2013,6,9,21,2,19,13,21,27,15,82,1013,18,NW,69.73,0,0,2013/6/9:21:00:00
30143,2013,6,9,22,2,18,13,7,29,16,88,1013,18,cv,0.89,0.2,0.2,2013/6/9:22:00:00
30144,2013,6,9,23,2,14,26,8,33,16,93,1013,17,cv,1.78,0.2,0.4,2013/6/9:23:00:00
30145,2013,6,10,0,2,28,40,31,33,16,93,1013,17,cv,2.67,0.2,0.6,2013/6/10:0:00:00
30146,2013,6,10,1,2,46,44,20,32,15,93,1013,16,cv,3.56,0,0,2013/6/10:1:00:00
30147,2013,6,10,2,2,27,36,20,28,15,93,1013,16,cv,4.45,0.1,0.1,2013/6/10:2:00:00
30148,2013,6,10,3,2,14,40,8,31,15,93,1013,16,SE,0.89,0,0,2013/6/10:3:00:00
30149,2013,6,10,4,2,16,26,12,28,15,93,1013,16,cv,0.89,0,0,2013/6/10:4:00:00
30150,2013,6,10,5,2,18,40,13,38,15,93,1013,16,NE,0.89,0,0,2013/6/10:5:00:00
30151,2013,6,10,6,2,21,39,15,44,15,93,1014,16,cv,0.89,0,0,2013/6/10:6:00:00
30152,2013,6,10,7,2,28,40,39,45,16,100,1014,16,cv,1.78,0,0,2013/6/10:7:00:00
30153,2013,6,10,8,2,35,42,44,47,16,93,1014,17,cv,2.67,0,0,2013/6/10:8:00:00
