exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
NYSE,ZF,2009-05-04,2.71,2.79,2.70,2.78,423600,2.54
NYSE,ZF,2009-05-01,2.70,2.71,2.66,2.66,251000,2.43
NYSE,ZF,2009-04-30,2.67,2.71,2.65,2.68,695500,2.45
NYSE,ZF,2009-04-29,2.63,2.65,2.61,2.65,405400,2.42
NYSE,ZF,2009-04-28,2.58,2.64,2.57,2.59,165100,2.37
NYSE,ZF,2009-04-27,2.65,2.67,2.58,2.61,273200,2.38
NYSE,ZF,2009-04-24,2.65,2.65,2.62,2.63,249500,2.40
NYSE,ZF,2009-04-23,2.62,2.62,2.58,2.62,250900,2.39
NYSE,ZF,2009-04-22,2.60,2.64,2.56,2.59,309600,2.37
NYSE,ZF,2009-04-21,2.56,2.61,2.54,2.54,263800,2.32
NYSE,ZF,2009-04-20,2.67,2.67,2.55,2.58,142900,2.36
NYSE,ZF,2009-04-17,2.67,2.69,2.62,2.67,257700,2.44
NYSE,ZF,2009-04-16,2.62,2.67,2.58,2.64,182500,2.41
NYSE,ZF,2009-04-15,2.58,2.61,2.56,2.60,262000,2.37
NYSE,ZF,2009-04-14,2.60,2.62,2.57,2.57,236400,2.35
NYSE,ZF,2009-04-13,2.59,2.61,2.57,2.61,240200,2.38
NYSE,ZF,2009-04-09,2.58,2.61,2.56,2.61,392200,2.38
NYSE,ZF,2009-04-08,2.49,2.51,2.47,2.50,151000,2.28
NYSE,ZF,2009-04-07,2.49,2.49,2.45,2.48,240100,2.26
NYSE,ZF,2009-04-06,2.55,2.55,2.49,2.51,214100,2.29
NYSE,ZF,2009-04-03,2.62,2.63,2.58,2.63,276400,2.33
NYSE,ZF,2009-04-02,2.62,2.64,2.58,2.62,260300,2.32
NYSE,ZF,2009-04-01,2.45,2.56,2.44,2.51,173200,2.23
NYSE,ZF,2009-03-31,2.47,2.53,2.47,2.49,211500,2.21
NYSE,ZF,2009-03-30,2.50,2.53,2.43,2.45,216600,2.17
NYSE,ZF,2009-03-27,2.57,2.60,2.52,2.54,256500,2.25
NYSE,ZF,2009-03-26,2.59,2.69,2.55,2.62,314700,2.32
NYSE,ZF,2009-03-25,2.56,2.62,2.49,2.57,344800,2.28
NYSE,ZF,2009-03-24,2.47,2.53,2.47,2.50,359900,2.22
NYSE,ZF,2009-03-23,2.43,2.54,2.40,2.54,373000,2.25
NYSE,ZF,2009-03-20,2.41,2.41,2.20,2.33,449800,2.07
NYSE,ZF,2009-03-19,2.47,2.50,2.38,2.39,490600,2.12
NYSE,ZF,2009-03-18,2.39,2.44,2.34,2.44,629200,2.16
NYSE,ZF,2009-03-17,2.34,2.40,2.34,2.38,225700,2.11
NYSE,ZF,2009-03-16,2.36,2.40,2.33,2.33,229000,2.07
NYSE,ZF,2009-03-13,2.30,2.34,2.29,2.33,259500,2.07
NYSE,ZF,2009-03-12,2.19,2.31,2.18,2.31,414600,2.05
NYSE,ZF,2009-03-11,2.33,2.33,2.18,2.20,298800,1.95
NYSE,ZF,2009-03-10,2.08,2.19,2.08,2.16,463200,1.92
NYSE,ZF,2009-03-09,2.06,2.12,2.04,2.04,634800,1.81
NYSE,ZF,2009-03-06,2.12,2.15,2.09,2.12,543600,1.88
NYSE,ZF,2009-03-05,2.20,2.21,2.11,2.12,468400,1.88
NYSE,ZF,2009-03-04,2.25,2.27,2.21,2.25,255800,2.00
NYSE,ZF,2009-03-03,2.24,2.26,2.17,2.22,371700,1.97
NYSE,ZF,2009-03-02,2.29,2.30,2.21,2.22,413700,1.97
NYSE,ZF,2009-02-27,2.26,2.38,2.26,2.35,208900,2.08
NYSE,ZF,2009-02-26,2.42,2.47,2.38,2.38,371700,2.11
NYSE,ZF,2009-02-25,2.37,2.47,2.31,2.37,304900,2.10
NYSE,ZF,2009-02-24,2.32,2.39,2.28,2.39,267800,2.12
NYSE,ZF,2009-02-23,2.40,2.43,2.27,2.27,377500,2.01
NYSE,ZF,2009-02-20,2.47,2.47,2.35,2.35,418200,2.08
NYSE,ZF,2009-02-19,2.54,2.55,2.46,2.48,202400,2.20
NYSE,ZF,2009-02-18,2.55,2.56,2.49,2.51,298000,2.23
NYSE,ZF,2009-02-17,2.62,2.63,2.52,2.52,231400,2.24
NYSE,ZF,2009-02-13,2.72,2.72,2.66,2.67,184700,2.37
NYSE,ZF,2009-02-12,2.67,2.71,2.63,2.70,235200,2.40
NYSE,ZF,2009-02-11,2.68,2.71,2.66,2.67,287500,2.37
NYSE,ZF,2009-02-10,2.74,2.76,2.67,2.68,283200,2.38
NYSE,ZF,2009-02-09,2.74,2.79,2.74,2.76,107000,2.45
NYSE,ZF,2009-02-06,2.71,2.79,2.71,2.76,133700,2.45
NYSE,ZF,2009-02-05,2.65,2.73,2.63,2.71,187300,2.40
NYSE,ZF,2009-02-04,2.67,2.75,2.67,2.68,260500,2.38
NYSE,ZF,2009-02-03,2.64,2.68,2.62,2.68,152500,2.38
NYSE,ZF,2009-02-02,2.60,2.65,2.60,2.63,201400,2.33
NYSE,ZF,2009-01-30,2.69,2.72,2.62,2.62,296500,2.32
NYSE,ZF,2009-01-29,2.75,2.76,2.69,2.71,137800,2.40
NYSE,ZF,2009-01-28,2.72,2.78,2.72,2.78,160700,2.47
NYSE,ZF,2009-01-27,2.66,2.72,2.66,2.69,182300,2.39
NYSE,ZF,2009-01-26,2.66,2.71,2.66,2.68,258700,2.38
NYSE,ZF,2009-01-23,2.60,2.68,2.58,2.66,195400,2.36
NYSE,ZF,2009-01-22,2.67,2.70,2.62,2.64,136400,2.34
NYSE,ZF,2009-01-21,2.59,2.69,2.59,2.67,253100,2.37
NYSE,ZF,2009-01-20,2.70,2.71,2.60,2.61,157200,2.32
NYSE,ZF,2009-01-16,2.72,2.74,2.65,2.73,163900,2.42
NYSE,ZF,2009-01-15,2.68,2.70,2.59,2.66,170200,2.36
NYSE,ZF,2009-01-14,2.77,2.77,2.65,2.66,215600,2.36
NYSE,ZF,2009-01-13,2.75,2.88,2.75,2.78,219600,2.47
NYSE,ZF,2009-01-12,2.89,2.89,2.75,2.77,225100,2.46
NYSE,ZF,2009-01-09,2.94,2.94,2.84,2.85,172000,2.53
NYSE,ZF,2009-01-08,2.90,2.90,2.84,2.88,396400,2.56
NYSE,ZF,2009-01-07,3.02,3.03,2.87,2.89,340700,2.56
NYSE,ZF,2009-01-06,3.00,3.04,3.00,3.04,385000,2.70
NYSE,ZF,2009-01-05,2.95,3.01,2.90,3.01,434300,2.67
NYSE,ZF,2009-01-02,2.86,2.98,2.86,2.97,244800,2.56
NYSE,ZF,2008-12-31,2.81,2.89,2.81,2.88,315000,2.48
NYSE,ZF,2008-12-30,2.77,2.82,2.77,2.82,197800,2.43
NYSE,ZF,2008-12-29,2.75,2.83,2.75,2.76,604800,2.38
NYSE,ZF,2008-12-26,2.70,2.81,2.70,2.80,328000,2.41
NYSE,ZF,2008-12-24,2.69,2.72,2.69,2.70,104500,2.33
NYSE,ZF,2008-12-23,2.95,2.95,2.67,2.68,269100,2.31
NYSE,ZF,2008-12-22,2.70,2.80,2.66,2.70,390900,2.33
NYSE,ZF,2008-12-19,2.71,2.72,2.67,2.69,332100,2.32
NYSE,ZF,2008-12-18,2.68,2.71,2.65,2.65,217400,2.28
NYSE,ZF,2008-12-17,2.68,2.71,2.66,2.67,161700,2.30
NYSE,ZF,2008-12-16,2.64,2.72,2.63,2.68,234600,2.31
NYSE,ZF,2008-12-15,2.98,2.98,2.58,2.63,153000,2.27
NYSE,ZF,2008-12-12,2.49,2.68,2.49,2.63,143800,2.27
NYSE,ZF,2008-12-11,2.66,2.72,2.64,2.67,237800,2.30
NYSE,ZF,2008-12-10,2.70,2.73,2.66,2.70,214000,2.33
NYSE,ZF,2008-12-09,2.63,2.73,2.61,2.65,681800,2.28
NYSE,ZF,2008-12-08,3.07,3.07,2.60,2.69,553400,2.32
NYSE,ZF,2008-12-05,2.43,2.59,2.39,2.57,219700,2.22
NYSE,ZF,2008-12-04,2.51,2.54,2.43,2.45,252700,2.11
NYSE,ZF,2008-12-03,2.38,2.54,2.37,2.54,394100,2.19
NYSE,ZF,2008-12-02,2.38,2.49,2.38,2.46,276700,2.12
NYSE,ZF,2008-12-01,2.46,2.47,2.36,2.36,342000,2.03
NYSE,ZF,2008-11-28,2.40,2.56,2.40,2.55,163300,2.20
NYSE,ZF,2008-11-26,2.41,2.56,2.34,2.54,316700,2.19
NYSE,ZF,2008-11-25,2.45,2.53,2.42,2.45,349400,2.11
NYSE,ZF,2008-11-24,2.33,2.54,2.30,2.51,694600,2.16
NYSE,ZF,2008-11-21,2.39,2.39,2.20,2.35,439800,2.03
NYSE,ZF,2008-11-20,2.33,2.41,2.24,2.31,556000,1.99
NYSE,ZF,2008-11-19,2.52,2.56,2.45,2.47,330600,2.13
NYSE,ZF,2008-11-18,2.55,2.62,2.51,2.57,238100,2.22
NYSE,ZF,2008-11-17,2.63,2.69,2.56,2.56,290900,2.21
NYSE,ZF,2008-11-14,2.61,2.76,2.61,2.69,168000,2.32
NYSE,ZF,2008-11-13,2.50,2.76,2.50,2.74,540300,2.36
NYSE,ZF,2008-11-12,2.73,2.78,2.65,2.68,119500,2.31
NYSE,ZF,2008-11-11,2.80,2.85,2.75,2.82,241000,2.43
NYSE,ZF,2008-11-10,2.92,2.94,2.82,2.87,199100,2.47
NYSE,ZF,2008-11-07,3.07,3.07,2.82,2.82,289400,2.43
NYSE,ZF,2008-11-06,3.01,3.01,2.83,2.83,320300,2.44
NYSE,ZF,2008-11-05,3.39,3.39,3.01,3.02,203600,2.60
NYSE,ZF,2008-11-04,3.23,3.23,3.03,3.15,258300,2.72
NYSE,ZF,2008-11-03,2.90,3.06,2.90,3.01,246700,2.59
NYSE,ZF,2008-10-31,3.00,3.07,2.95,3.02,441700,2.60
NYSE,ZF,2008-10-30,2.94,3.00,2.93,3.00,791900,2.59
NYSE,ZF,2008-10-29,2.98,2.99,2.86,2.92,638800,2.52
NYSE,ZF,2008-10-28,2.75,2.92,2.67,2.91,748300,2.51
NYSE,ZF,2008-10-27,3.18,3.18,2.66,2.66,392400,2.29
NYSE,ZF,2008-10-24,2.66,2.73,2.62,2.70,559500,2.33
NYSE,ZF,2008-10-23,2.83,2.88,2.71,2.80,497600,2.41
NYSE,ZF,2008-10-22,2.98,2.98,2.82,2.82,429900,2.43
NYSE,ZF,2008-10-21,2.99,3.05,2.98,2.99,284500,2.58
NYSE,ZF,2008-10-20,2.96,2.99,2.90,2.99,369000,2.58
NYSE,ZF,2008-10-17,2.74,2.89,2.73,2.80,590700,2.41
NYSE,ZF,2008-10-16,2.75,2.82,2.63,2.80,600400,2.41
NYSE,ZF,2008-10-15,2.91,2.93,2.76,2.79,234900,2.41
NYSE,ZF,2008-10-14,3.10,3.11,2.92,2.98,398400,2.57
NYSE,ZF,2008-10-13,2.80,2.98,2.71,2.89,735500,2.49
NYSE,ZF,2008-10-10,2.46,2.59,2.27,2.50,1061600,2.16
NYSE,ZF,2008-10-09,3.02,3.02,2.64,2.68,490200,2.31
NYSE,ZF,2008-10-08,2.81,2.93,2.73,2.82,701700,2.43
NYSE,ZF,2008-10-07,3.12,3.19,2.91,2.91,568500,2.51
NYSE,ZF,2008-10-06,3.14,3.21,3.05,3.11,700200,2.68
NYSE,ZF,2008-10-03,3.52,3.58,3.46,3.48,454700,2.90
NYSE,ZF,2008-10-02,3.60,3.61,3.49,3.50,273200,2.92
NYSE,ZF,2008-10-01,3.57,3.67,3.55,3.64,221300,3.03
NYSE,ZF,2008-09-30,3.68,3.68,3.55,3.57,208200,2.98
NYSE,ZF,2008-09-29,3.75,3.81,3.55,3.55,399900,2.96
NYSE,ZF,2008-09-26,3.76,3.80,3.71,3.80,260500,3.17
NYSE,ZF,2008-09-25,3.85,3.86,3.80,3.84,491100,3.20
NYSE,ZF,2008-09-24,3.75,3.83,3.73,3.81,384800,3.18
NYSE,ZF,2008-09-23,3.84,3.88,3.74,3.78,378100,3.15
NYSE,ZF,2008-09-22,3.85,3.90,3.78,3.81,194200,3.18
NYSE,ZF,2008-09-19,4.00,4.00,3.81,3.86,304200,3.22
NYSE,ZF,2008-09-18,4.50,4.50,3.58,3.70,615000,3.08
NYSE,ZF,2008-09-17,3.84,3.84,3.62,3.63,413300,3.03
NYSE,ZF,2008-09-16,3.62,3.88,3.61,3.77,369200,3.14
NYSE,ZF,2008-09-15,3.92,3.99,3.86,3.88,222800,3.23
NYSE,ZF,2008-09-12,4.05,4.07,4.01,4.04,133000,3.37
NYSE,ZF,2008-09-11,4.00,4.07,3.92,4.07,245300,3.39
NYSE,ZF,2008-09-10,4.08,4.08,4.02,4.03,143800,3.36
NYSE,ZF,2008-09-09,4.18,4.18,4.02,4.06,249100,3.38
NYSE,ZF,2008-09-08,4.28,4.28,4.14,4.19,150600,3.49
NYSE,ZF,2008-09-05,4.14,4.15,4.08,4.15,193100,3.46
NYSE,ZF,2008-09-04,4.22,4.23,4.13,4.16,303900,3.47
NYSE,ZF,2008-09-03,4.24,4.27,4.21,4.23,271400,3.53
NYSE,ZF,2008-09-02,4.37,4.38,4.25,4.25,229200,3.54
NYSE,ZF,2008-08-29,4.35,4.35,4.29,4.31,54400,3.59
NYSE,ZF,2008-08-28,4.34,4.37,4.30,4.37,136900,3.64
NYSE,ZF,2008-08-27,4.28,4.32,4.24,4.29,279400,3.58
NYSE,ZF,2008-08-26,4.23,4.28,4.22,4.24,302700,3.53
NYSE,ZF,2008-08-25,4.28,4.31,4.23,4.24,143100,3.53
NYSE,ZF,2008-08-22,4.28,4.35,4.28,4.35,116700,3.63
NYSE,ZF,2008-08-21,4.25,4.29,4.22,4.27,515800,3.56
NYSE,ZF,2008-08-20,4.23,4.26,4.20,4.26,154200,3.55
NYSE,ZF,2008-08-19,4.22,4.23,4.18,4.19,149200,3.49
NYSE,ZF,2008-08-18,4.33,4.34,4.19,4.21,256700,3.51
NYSE,ZF,2008-08-15,4.36,4.38,4.31,4.31,203400,3.59
NYSE,ZF,2008-08-14,4.31,4.36,4.29,4.34,234100,3.62
NYSE,ZF,2008-08-13,4.32,4.33,4.27,4.30,181300,3.58
NYSE,ZF,2008-08-12,4.37,4.37,4.30,4.30,217000,3.58
NYSE,ZF,2008-08-11,4.33,4.42,4.33,4.39,313600,3.66
NYSE,ZF,2008-08-08,4.23,4.39,4.23,4.36,482800,3.63
NYSE,ZF,2008-08-07,4.29,4.30,4.22,4.25,148200,3.54
NYSE,ZF,2008-08-06,4.32,4.33,4.28,4.33,90200,3.61
NYSE,ZF,2008-08-05,4.27,4.31,4.26,4.30,120200,3.58
NYSE,ZF,2008-08-04,4.31,4.31,4.24,4.24,104500,3.53
NYSE,ZF,2008-08-01,4.33,4.35,4.29,4.30,73700,3.58
NYSE,ZF,2008-07-31,4.38,4.39,4.34,4.34,94100,3.62
NYSE,ZF,2008-07-30,4.32,4.39,4.32,4.39,141900,3.66
NYSE,ZF,2008-07-29,4.25,4.32,4.25,4.31,281700,3.59
NYSE,ZF,2008-07-28,4.30,4.30,4.20,4.21,199400,3.51
NYSE,ZF,2008-07-25,4.30,4.30,4.22,4.23,174700,3.53
NYSE,ZF,2008-07-24,4.29,4.31,4.20,4.21,142900,3.51
NYSE,ZF,2008-07-23,4.32,4.35,4.29,4.30,229700,3.58
NYSE,ZF,2008-07-22,4.19,4.28,4.19,4.27,108300,3.56
NYSE,ZF,2008-07-21,4.27,4.30,4.22,4.24,145100,3.53
NYSE,ZF,2008-07-18,4.28,4.29,4.22,4.26,100000,3.55
NYSE,ZF,2008-07-17,4.26,4.31,4.22,4.29,152100,3.58
NYSE,ZF,2008-07-16,4.12,4.24,4.11,4.23,183100,3.53
NYSE,ZF,2008-07-15,4.18,4.18,4.10,4.13,349300,3.44
NYSE,ZF,2008-07-14,4.27,4.30,4.20,4.22,199800,3.52
NYSE,ZF,2008-07-11,4.22,4.28,4.18,4.24,245700,3.53
NYSE,ZF,2008-07-10,4.26,4.29,4.24,4.27,179200,3.56
NYSE,ZF,2008-07-09,4.31,4.33,4.23,4.26,103900,3.55
NYSE,ZF,2008-07-08,4.26,4.31,4.25,4.31,299400,3.59
NYSE,ZF,2008-07-07,4.45,4.45,4.26,4.28,616600,3.57
NYSE,ZF,2008-07-03,4.61,4.61,4.48,4.52,201000,3.66
NYSE,ZF,2008-07-02,4.60,4.62,4.50,4.53,196100,3.66
NYSE,ZF,2008-07-01,4.59,4.62,4.52,4.57,410800,3.70
NYSE,ZF,2008-06-30,4.60,4.66,4.59,4.62,228900,3.74
NYSE,ZF,2008-06-27,4.59,4.63,4.55,4.57,199700,3.70
NYSE,ZF,2008-06-26,4.65,4.66,4.60,4.61,173800,3.73
NYSE,ZF,2008-06-25,4.72,4.74,4.68,4.70,231800,3.80
NYSE,ZF,2008-06-24,4.66,4.71,4.66,4.70,271000,3.80
NYSE,ZF,2008-06-23,4.70,4.74,4.67,4.71,157900,3.81
NYSE,ZF,2008-06-20,4.70,4.72,4.67,4.70,210900,3.80
NYSE,ZF,2008-06-19,4.73,4.76,4.71,4.75,356600,3.84
NYSE,ZF,2008-06-18,4.76,4.76,4.71,4.73,169100,3.83
NYSE,ZF,2008-06-17,4.78,4.81,4.75,4.75,136700,3.84
NYSE,ZF,2008-06-16,4.76,4.79,4.76,4.77,192600,3.86
NYSE,ZF,2008-06-13,4.73,4.79,4.73,4.75,198300,3.84
NYSE,ZF,2008-06-12,4.79,4.79,4.71,4.74,150200,3.83
NYSE,ZF,2008-06-11,4.76,4.76,4.70,4.71,122000,3.81
NYSE,ZF,2008-06-10,4.74,4.78,4.74,4.76,119300,3.85
NYSE,ZF,2008-06-09,4.76,4.79,4.65,4.78,194000,3.87
NYSE,ZF,2008-06-06,4.82,4.82,4.73,4.75,169400,3.84
NYSE,ZF,2008-06-05,4.79,4.84,4.79,4.84,174600,3.91
NYSE,ZF,2008-06-04,4.80,4.85,4.77,4.78,218700,3.87
NYSE,ZF,2008-06-03,4.80,4.84,4.76,4.84,190900,3.91
NYSE,ZF,2008-06-02,4.80,4.82,4.76,4.78,175400,3.87
NYSE,ZF,2008-05-30,4.80,4.84,4.80,4.84,186800,3.91
NYSE,ZF,2008-05-29,4.79,4.82,4.77,4.80,153200,3.88
NYSE,ZF,2008-05-28,4.81,4.81,4.76,4.79,147100,3.87
NYSE,ZF,2008-05-27,4.75,4.78,4.74,4.78,178400,3.87
NYSE,ZF,2008-05-23,4.80,4.80,4.74,4.76,122800,3.85
NYSE,ZF,2008-05-22,4.85,4.85,4.81,4.82,92400,3.90
NYSE,ZF,2008-05-21,4.91,4.91,4.79,4.80,199700,3.88
NYSE,ZF,2008-05-20,4.89,4.90,4.85,4.88,125200,3.95
NYSE,ZF,2008-05-19,4.90,4.95,4.90,4.91,155600,3.97
NYSE,ZF,2008-05-16,4.87,4.90,4.85,4.90,130700,3.96
NYSE,ZF,2008-05-15,4.83,4.87,4.82,4.87,163900,3.94
NYSE,ZF,2008-05-14,4.82,4.87,4.82,4.85,252900,3.92
NYSE,ZF,2008-05-13,4.80,4.82,4.77,4.81,244400,3.89
NYSE,ZF,2008-05-12,4.81,4.83,4.75,4.83,227200,3.91
NYSE,ZF,2008-05-09,4.76,4.80,4.73,4.79,223500,3.87
NYSE,ZF,2008-05-08,4.78,4.78,4.72,4.72,109300,3.82
NYSE,ZF,2008-05-07,4.80,4.83,4.70,4.72,227800,3.82
NYSE,ZF,2008-05-06,4.78,4.80,4.77,4.80,122200,3.88
NYSE,ZF,2008-05-05,4.80,4.80,4.76,4.78,183400,3.87
NYSE,ZF,2008-05-02,4.77,4.82,4.76,4.79,156200,3.87
NYSE,ZF,2008-05-01,4.78,4.80,4.72,4.80,183800,3.88
NYSE,ZF,2008-04-30,4.77,4.79,4.71,4.75,199400,3.84
NYSE,ZF,2008-04-29,4.77,4.79,4.75,4.77,252600,3.86
NYSE,ZF,2008-04-28,4.80,4.80,4.75,4.75,306800,3.84
NYSE,ZF,2008-04-25,4.76,4.79,4.71,4.78,421600,3.87
NYSE,ZF,2008-04-24,4.72,4.75,4.70,4.74,250500,3.83
NYSE,ZF,2008-04-23,4.75,4.79,4.68,4.71,318500,3.81
NYSE,ZF,2008-04-22,4.74,4.75,4.68,4.69,143400,3.79
NYSE,ZF,2008-04-21,4.74,4.75,4.70,4.75,112100,3.84
NYSE,ZF,2008-04-18,4.73,4.76,4.70,4.75,277700,3.84
NYSE,ZF,2008-04-17,4.63,4.71,4.62,4.68,201300,3.79
NYSE,ZF,2008-04-16,4.61,4.66,4.61,4.66,223100,3.77
NYSE,ZF,2008-04-15,4.55,4.60,4.54,4.59,147000,3.71
NYSE,ZF,2008-04-14,4.55,4.60,4.52,4.55,191700,3.68
NYSE,ZF,2008-04-11,4.60,4.64,4.55,4.59,188700,3.71
NYSE,ZF,2008-04-10,4.58,4.66,4.57,4.65,266700,3.76
NYSE,ZF,2008-04-09,4.63,4.64,4.56,4.60,151100,3.72
NYSE,ZF,2008-04-08,4.57,4.65,4.56,4.63,226200,3.74
NYSE,ZF,2008-04-07,4.68,4.69,4.59,4.59,269500,3.71
NYSE,ZF,2008-04-04,4.74,4.80,4.74,4.76,298000,3.75
NYSE,ZF,2008-04-03,4.75,4.77,4.71,4.75,255600,3.74
NYSE,ZF,2008-04-02,4.72,4.77,4.68,4.75,199300,3.74
NYSE,ZF,2008-04-01,4.65,4.72,4.62,4.72,332900,3.72
NYSE,ZF,2008-03-31,4.57,4.62,4.57,4.59,137300,3.61
NYSE,ZF,2008-03-28,4.61,4.65,4.58,4.60,174000,3.62
NYSE,ZF,2008-03-27,4.65,4.65,4.58,4.61,219100,3.63
NYSE,ZF,2008-03-26,4.65,4.66,4.60,4.65,195400,3.66
NYSE,ZF,2008-03-25,4.62,4.67,4.61,4.66,207300,3.67
NYSE,ZF,2008-03-24,4.56,4.64,4.51,4.62,258900,3.64
NYSE,ZF,2008-03-20,4.45,4.59,4.44,4.53,238100,3.57
NYSE,ZF,2008-03-19,4.60,4.69,4.41,4.43,525500,3.49
NYSE,ZF,2008-03-18,4.52,4.66,4.48,4.65,422500,3.66
NYSE,ZF,2008-03-17,4.48,4.50,4.43,4.47,296000,3.52
NYSE,ZF,2008-03-14,4.70,4.70,4.54,4.56,195600,3.59
NYSE,ZF,2008-03-13,4.60,4.65,4.54,4.64,193400,3.65
NYSE,ZF,2008-03-12,4.62,4.71,4.62,4.65,132300,3.66
NYSE,ZF,2008-03-11,4.73,4.73,4.57,4.69,173600,3.69
NYSE,ZF,2008-03-10,4.65,4.65,4.53,4.53,211900,3.57
NYSE,ZF,2008-03-07,4.60,4.68,4.58,4.60,172100,3.62
NYSE,ZF,2008-03-06,4.69,4.73,4.63,4.64,145400,3.65
NYSE,ZF,2008-03-05,4.70,4.76,4.68,4.71,141600,3.71
NYSE,ZF,2008-03-04,4.69,4.74,4.63,4.68,154200,3.69
NYSE,ZF,2008-03-03,4.78,4.78,4.70,4.71,118100,3.71
NYSE,ZF,2008-02-29,4.80,4.83,4.73,4.74,199700,3.73
NYSE,ZF,2008-02-28,4.85,4.87,4.83,4.83,113600,3.80
NYSE,ZF,2008-02-27,4.85,4.89,4.85,4.86,172200,3.83
NYSE,ZF,2008-02-26,4.79,4.88,4.79,4.85,213900,3.82
NYSE,ZF,2008-02-25,4.72,4.79,4.72,4.78,205300,3.76
NYSE,ZF,2008-02-22,4.71,4.73,4.65,4.70,207300,3.70
NYSE,ZF,2008-02-21,4.74,4.79,4.69,4.69,256400,3.69
NYSE,ZF,2008-02-20,4.68,4.76,4.67,4.72,185700,3.72
NYSE,ZF,2008-02-19,4.75,4.80,4.71,4.72,143000,3.72
NYSE,ZF,2008-02-15,4.69,4.73,4.63,4.70,194400,3.70
NYSE,ZF,2008-02-14,4.81,4.84,4.70,4.71,238600,3.71
NYSE,ZF,2008-02-13,4.79,4.82,4.75,4.77,216700,3.76
NYSE,ZF,2008-02-12,4.73,4.79,4.72,4.78,264700,3.76
NYSE,ZF,2008-02-11,4.67,4.70,4.65,4.69,188000,3.69
NYSE,ZF,2008-02-08,4.67,4.74,4.65,4.66,168900,3.67
NYSE,ZF,2008-02-07,4.67,4.73,4.66,4.69,142000,3.69
NYSE,ZF,2008-02-06,4.71,4.77,4.66,4.66,173900,3.67
NYSE,ZF,2008-02-05,4.78,4.79,4.69,4.71,509800,3.71
NYSE,ZF,2008-02-04,4.84,4.87,4.82,4.83,125000,3.80
NYSE,ZF,2008-02-01,4.80,4.87,4.80,4.87,191100,3.83
NYSE,ZF,2008-01-31,4.68,4.82,4.66,4.80,334700,3.78
NYSE,ZF,2008-01-30,4.64,4.78,4.64,4.72,324300,3.72
NYSE,ZF,2008-01-29,4.68,4.71,4.66,4.71,210500,3.71
NYSE,ZF,2008-01-28,4.59,4.65,4.55,4.65,213600,3.66
NYSE,ZF,2008-01-25,4.60,4.65,4.55,4.57,262300,3.60
NYSE,ZF,2008-01-24,4.57,4.58,4.51,4.56,202100,3.59
NYSE,ZF,2008-01-23,4.40,4.52,4.31,4.49,283700,3.54
NYSE,ZF,2008-01-22,4.12,4.45,4.12,4.44,521800,3.50
NYSE,ZF,2008-01-18,4.60,4.63,4.27,4.49,793000,3.54
NYSE,ZF,2008-01-17,4.70,4.74,4.55,4.59,482000,3.61
NYSE,ZF,2008-01-16,4.75,4.79,4.70,4.72,204000,3.72
NYSE,ZF,2008-01-15,4.80,4.84,4.75,4.75,326400,3.74
NYSE,ZF,2008-01-14,4.84,4.88,4.84,4.87,219000,3.83
NYSE,ZF,2008-01-11,4.84,4.86,4.80,4.81,325800,3.79
NYSE,ZF,2008-01-10,4.79,4.88,4.78,4.87,329200,3.83
NYSE,ZF,2008-01-09,4.83,4.84,4.73,4.82,407600,3.80
NYSE,ZF,2008-01-08,4.86,4.92,4.78,4.78,398900,3.76
NYSE,ZF,2008-01-07,4.87,4.89,4.81,4.86,375200,3.83
NYSE,ZF,2008-01-04,4.85,4.89,4.81,4.83,242400,3.80
NYSE,ZF,2008-01-03,4.97,4.98,4.78,4.92,181100,3.87
NYSE,ZF,2008-01-02,5.06,5.08,4.98,5.01,355100,3.83
NYSE,ZF,2007-12-31,5.01,5.08,5.01,5.04,206000,3.86
NYSE,ZF,2007-12-28,5.09,5.11,5.05,5.08,140700,3.89
NYSE,ZF,2007-12-27,5.10,5.12,5.05,5.08,225700,3.89
NYSE,ZF,2007-12-26,5.09,5.13,5.07,5.12,184900,3.92
NYSE,ZF,2007-12-24,5.06,5.12,5.05,5.11,207400,3.91
NYSE,ZF,2007-12-21,5.02,5.07,5.02,5.05,221000,3.86
NYSE,ZF,2007-12-20,5.00,5.01,4.96,4.98,230400,3.81
NYSE,ZF,2007-12-19,4.96,5.00,4.94,4.98,308900,3.81
NYSE,ZF,2007-12-18,5.00,5.01,4.93,4.97,344400,3.80
NYSE,ZF,2007-12-17,5.02,5.03,4.96,4.96,295900,3.79
NYSE,ZF,2007-12-14,5.03,5.09,5.02,5.03,169100,3.85
NYSE,ZF,2007-12-13,5.04,5.09,5.03,5.08,199200,3.89
NYSE,ZF,2007-12-12,5.17,5.18,5.03,5.08,214200,3.89
NYSE,ZF,2007-12-11,5.20,5.22,5.00,5.06,291900,3.87
NYSE,ZF,2007-12-10,5.17,5.22,5.17,5.19,147300,3.97
NYSE,ZF,2007-12-07,5.18,5.22,5.17,5.17,176500,3.96
NYSE,ZF,2007-12-06,5.11,5.20,5.11,5.18,216000,3.96
NYSE,ZF,2007-12-05,5.10,5.16,5.10,5.13,230400,3.92
NYSE,ZF,2007-12-04,5.03,5.13,5.00,5.00,157600,3.83
NYSE,ZF,2007-12-03,5.16,5.22,5.11,5.11,131500,3.91
